ID	Lifetime(hour)	gLat(N)	gLon(E)	wLat(N)	wLon(E)	Size(km^2)	Eccentricity	BTavg(K)	BTmin(K)	Time(UTC)	Speed(km/h)	Direction(deg)	
1 0 28.0000 284.9997 27.6666 284.9997 1.578724e+04 0.41 230.65 226.89 1995-05-01-00 NaN NaN	
2 0 20.3333 261.6664 20.3333 261.6664 6.435423e+03 0.00 227.43 223.54 1995-05-01-00 NaN NaN	
3 0 18.6666 282.3330 18.6666 281.9997 5.206130e+03 NaN 227.89 226.22 1995-05-01-00 NaN NaN	
4 0 17.0000 262.9997 17.0000 262.9997 9.191708e+03 0.80 224.12 214.17 1995-05-01-00 NaN NaN	
5 0 15.6667 271.9997 15.6667 271.9997 6.615951e+03 0.00 225.95 218.86 1995-05-01-00 NaN NaN	
6 0 14.6667 274.3330 14.6667 274.3330 5.316136e+03 NaN 230.07 226.89 1995-05-01-00 NaN NaN	
7 0 13.6667 96.9999 13.6667 96.9999 5.341520e+03 NaN 221.54 214.84 1995-05-01-00 NaN NaN	
8 0 10.0000 277.6664 10.0000 277.3330 6.089865e+04 0.37 223.86 206.14 1995-05-01-00 NaN NaN	
9 0 8.6667 258.6664 9.0000 258.6664 5.430041e+03 NaN 225.89 216.85 1995-05-01-00 NaN NaN	
10 0 7.3333 30.6666 7.3333 30.6666 6.811777e+03 NaN 230.37 228.23 1995-05-01-00 NaN NaN	
11 0 4.3333 71.6666 4.3333 71.3333 2.191853e+04 0.39 225.38 216.85 1995-05-01-00 NaN NaN	
12 0 4.3333 282.9997 4.3333 282.9997 8.220414e+03 0.58 220.87 210.16 1995-05-01-00 NaN NaN	
13 0 4.3333 287.3330 4.3333 287.3330 5.478279e+03 NaN 229.73 226.22 1995-05-01-00 NaN NaN	
14 0 4.3333 289.9997 4.3333 289.9997 5.480114e+03 NaN 219.36 206.14 1995-05-01-00 NaN NaN	
15 0 3.6667 305.3330 3.6667 305.3330 8.224294e+03 NaN 225.77 216.85 1995-05-01-00 NaN NaN	
16 0 4.0000 356.9996 4.0000 356.9996 1.370227e+04 0.40 225.55 210.16 1995-05-01-00 NaN NaN	
17 0 3.0000 28.3333 3.3333 28.3333 9.602565e+03 0.60 230.81 228.90 1995-05-01-00 NaN NaN	
18 0 0.6667 284.6664 0.6667 284.9997 2.610054e+04 0.34 225.48 219.53 1995-05-01-00 NaN NaN	
19 0 -0.3333 300.3330 -0.3333 299.9997 7.555065e+04 0.86 220.98 207.48 1995-05-01-00 NaN NaN	
20 0 -0.6667 51.6666 -0.3333 51.6666 1.098993e+04 0.75 224.21 217.52 1995-05-01-00 NaN NaN	
21 0 1.3333 140.3332 1.3333 140.3332 2.884174e+04 0.48 222.08 210.16 1995-05-01-00 NaN NaN	
22 0 -1.6667 112.6665 -1.3333 112.6665 1.235976e+04 0.84 227.93 218.86 1995-05-01-00 NaN NaN	
23 0 -6.6667 283.3330 -6.6667 283.3330 4.911652e+04 0.75 225.33 215.51 1995-05-01-00 NaN NaN	
24 0 -6.3333 65.9999 -6.3333 65.9999 6.828847e+03 0.00 230.10 226.89 1995-05-01-00 NaN NaN	
25 0 -9.6667 72.9999 -9.6667 72.9999 1.083025e+04 0.57 229.15 227.56 1995-05-01-00 NaN NaN	
26 0 -10.6667 172.3332 -10.6667 172.3332 5.401744e+03 NaN 228.73 221.54 1995-05-01-00 NaN NaN	
27 0 -11.0000 74.9999 -11.0000 74.9999 6.742757e+03 NaN 227.56 220.87 1995-05-01-00 NaN NaN	
28 0 -14.6667 163.9998 -14.6667 163.9998 1.462278e+04 0.30 226.16 222.20 1995-05-01-00 NaN NaN	
29 0 -17.3333 168.3332 -17.0000 167.9998 3.543062e+04 0.22 226.77 218.19 1995-05-01-00 NaN NaN	
30 0 -21.3333 136.3332 -21.3333 135.9999 5.118706e+03 NaN 231.07 228.90 1995-05-01-00 NaN NaN	
31 0 -22.6666 136.9999 -22.6666 137.3332 1.267998e+04 0.50 226.69 220.20 1995-05-01-00 NaN NaN	
32 0 -28.3333 329.3330 -28.3333 329.6663 1.814948e+04 0.22 227.69 220.87 1995-05-01-00 NaN NaN	
33 3 30.0000 316.9997 30.0000 316.9997 2.740412e+04 0.00 231.46 228.90 1995-05-01-00 54.99 -11.3	
33 3 29.6666 318.3330 29.6666 318.6663 5.960702e+03 0.00 230.91 229.57 1995-05-01-03 NaN NaN	
34 3 29.0000 258.9997 29.0000 258.9997 9.608517e+03 0.72 229.23 225.55 1995-05-01-00 49.34 -135.0	
34 3 28.0000 258.3331 28.0000 257.9997 1.332359e+04 0.31 229.81 224.88 1995-05-01-03 NaN NaN	
35 3 27.3333 286.9997 27.3333 286.6664 2.805369e+04 0.41 229.80 225.55 1995-05-01-00 50.26 26.6	
35 3 28.0000 287.9997 28.0000 287.9997 8.479618e+03 0.27 232.44 231.57 1995-05-01-03 NaN NaN	
36 3 10.3333 183.9998 10.3333 183.9998 1.486809e+04 0.66 225.61 220.87 1995-05-01-00 34.64 45.0	
36 3 11.0000 184.6665 11.0000 184.6665 9.438349e+03 0.99 228.23 223.54 1995-05-01-03 NaN NaN	
37 3 10.0000 265.3331 9.6667 265.6664 1.218046e+04 0.63 228.82 222.20 1995-05-01-00 12.18 180.0	
37 3 9.6667 265.3331 9.6667 265.3331 1.489316e+04 0.34 225.49 214.17 1995-05-01-03 NaN NaN	
38 3 8.6667 189.9998 9.0000 189.9998 5.430041e+03 NaN 221.20 218.19 1995-05-01-00 12.20 180.0	
38 3 8.6667 189.6665 9.0000 189.6665 1.629117e+04 0.54 226.50 215.51 1995-05-01-03 NaN NaN	
39 3 6.6667 354.3330 6.6667 354.3330 5.457232e+04 0.37 220.01 200.79 1995-05-01-00 0.00 0.0	
39 3 6.6667 354.3330 6.6667 354.3330 1.910017e+04 0.71 226.51 220.87 1995-05-01-03 NaN NaN	
40 3 2.6667 282.9997 2.6667 282.9997 2.607392e+04 0.69 225.41 214.17 1995-05-01-00 39.04 -161.6	
40 3 2.3333 281.9997 2.3333 281.9997 2.882285e+04 0.53 223.45 211.50 1995-05-01-03 NaN NaN	
41 3 0.6667 62.6666 0.6667 62.3333 8.242212e+03 0.00 224.55 221.54 1995-05-01-00 87.36 -45.0	
41 3 -1.0000 63.9999 -1.0000 63.9999 5.494242e+03 NaN 226.22 221.54 1995-05-01-03 NaN NaN	
42 3 -0.3333 283.6664 -0.6667 283.9997 9.616162e+03 0.25 229.28 224.21 1995-05-01-00 44.54 -33.7	
42 3 -1.6667 285.3330 -1.3333 284.9997 5.493336e+03 NaN 218.86 212.17 1995-05-01-03 NaN NaN	
43 3 -1.0000 114.6665 -1.0000 114.6665 6.867960e+03 NaN 230.37 226.89 1995-05-01-00 27.62 -26.6	
43 3 -1.3333 115.9999 -1.3333 115.3332 5.493754e+03 NaN 231.24 226.89 1995-05-01-03 NaN NaN	
44 3 -3.3333 298.6664 -3.3333 298.6664 8.229754e+03 0.58 216.85 203.46 1995-05-01-00 27.58 -153.4	
44 3 -3.6667 297.9997 -3.6667 297.9997 1.782154e+04 0.76 219.37 203.46 1995-05-01-03 NaN NaN	
45 3 -6.0000 308.9997 -6.0000 308.6664 2.186028e+04 0.53 216.52 198.11 1995-05-01-00 17.42 -135.0	
45 3 -6.3333 308.3330 -6.3333 308.3330 3.277559e+04 0.62 220.50 206.81 1995-05-01-03 NaN NaN	
46 3 30.0000 110.3332 30.0000 110.3332 1.071972e+04 0.00 230.98 228.90 1995-05-01-00 53.50 0.0	
46 3 29.6666 111.6665 30.0000 111.9999 8.348123e+03 0.10 231.57 228.90 1995-05-01-03 NaN NaN	
47 0 29.6666 226.9998 29.3333 226.9998 8.359971e+03 0.32 229.95 226.22 1995-05-01-03 NaN NaN	
48 0 27.6666 228.9998 27.6666 228.6664 8.517099e+03 NaN 228.52 224.21 1995-05-01-03 NaN NaN	
49 0 27.0000 100.6666 27.0000 100.6666 7.344362e+03 0.55 232.36 231.57 1995-05-01-03 NaN NaN	
50 0 27.3333 288.6664 27.0000 288.6664 1.833159e+04 0.50 230.68 228.23 1995-05-01-03 NaN NaN	
51 0 25.6666 222.9998 25.3333 222.6664 4.209730e+04 0.22 231.46 226.89 1995-05-01-03 NaN NaN	
52 0 23.3333 218.6664 23.3333 218.6664 1.640189e+04 0.34 228.64 225.55 1995-05-01-03 NaN NaN	
53 0 22.0000 104.3332 22.0000 103.9999 1.019610e+04 0.59 228.31 224.88 1995-05-01-03 NaN NaN	
54 0 21.6666 218.3331 21.6666 217.6664 4.212197e+04 0.49 230.60 226.22 1995-05-01-03 NaN NaN	
55 0 19.3333 177.3331 19.3333 177.3331 6.486944e+03 0.00 229.43 221.54 1995-05-01-03 NaN NaN	
56 0 18.6666 175.3331 19.0000 175.3331 7.801520e+03 NaN 225.89 222.87 1995-05-01-03 NaN NaN	
57 0 18.0000 172.6665 17.6666 172.3332 6.535260e+03 NaN 228.90 225.55 1995-05-01-03 NaN NaN	
58 0 9.6667 81.6666 9.6667 81.6666 5.415806e+03 NaN 228.56 226.22 1995-05-01-03 NaN NaN	
59 0 8.6667 285.9997 8.6667 285.9997 1.222298e+04 1.00 220.05 211.50 1995-05-01-03 NaN NaN	
60 0 7.6667 243.9997 7.6667 243.9997 6.809736e+03 0.00 224.88 220.87 1995-05-01-03 NaN NaN	
61 0 6.6667 202.6665 6.6667 202.6665 5.457134e+03 NaN 229.23 226.22 1995-05-01-03 NaN NaN	
62 0 6.0000 192.6665 6.3333 192.6665 9.563041e+03 0.80 230.52 228.23 1995-05-01-03 NaN NaN	
63 0 4.3333 85.9999 4.3333 86.6666 2.191583e+04 NaN 227.39 220.87 1995-05-01-03 NaN NaN	
64 0 4.3333 68.3333 4.3333 67.9999 5.478279e+03 NaN 220.03 214.17 1995-05-01-03 NaN NaN	
65 0 4.3333 77.9999 4.6667 77.9999 8.217418e+03 NaN 222.32 218.86 1995-05-01-03 NaN NaN	
66 0 3.3333 110.3332 3.3333 110.3332 2.056878e+04 0.49 221.40 211.50 1995-05-01-03 NaN NaN	
67 0 3.3333 348.3330 3.3333 348.3330 6.856455e+03 0.00 218.59 209.49 1995-05-01-03 NaN NaN	
68 0 2.6667 138.3332 2.3333 138.3332 9.606910e+03 0.80 225.55 218.86 1995-05-01-03 NaN NaN	
69 0 0.3333 309.6664 0.3333 309.6664 6.868843e+03 NaN 228.63 225.55 1995-05-01-03 NaN NaN	
70 0 -1.3333 69.3333 -1.3333 69.3333 1.236118e+04 0.59 225.48 218.19 1995-05-01-03 NaN NaN	
71 0 -2.3333 72.3333 -2.0000 71.9999 6.726369e+04 0.79 218.84 194.09 1995-05-01-03 NaN NaN	
72 0 -1.6667 56.3333 -1.3333 56.3333 5.493336e+03 NaN 227.73 222.20 1995-05-01-03 NaN NaN	
73 0 -3.3333 301.9997 -3.3333 302.3330 1.919690e+04 0.60 229.81 224.21 1995-05-01-03 NaN NaN	
74 0 -3.0000 321.3330 -2.6667 321.3330 8.232752e+03 NaN 221.09 213.50 1995-05-01-03 NaN NaN	
75 0 -4.0000 42.6666 -4.0000 42.6666 1.370673e+04 0.55 227.29 216.85 1995-05-01-03 NaN NaN	
76 0 -6.0000 15.6667 -6.0000 15.6667 5.465951e+03 NaN 223.88 218.19 1995-05-01-03 NaN NaN	
77 0 -7.0000 202.3331 -6.6667 202.3331 5.317952e+04 0.83 227.63 211.50 1995-05-01-03 NaN NaN	
78 0 -6.6667 295.9997 -6.6667 296.3330 1.501321e+04 0.79 219.28 209.49 1995-05-01-03 NaN NaN	
79 0 -6.6667 112.3332 -6.6667 112.3332 6.824416e+03 0.00 224.61 218.86 1995-05-01-03 NaN NaN	
80 0 -5.3333 297.9997 -5.3333 297.6664 5.472891e+03 NaN 227.73 219.53 1995-05-01-03 NaN NaN	
81 0 -8.3333 108.6665 -8.6667 108.6665 2.717497e+04 0.77 220.26 208.82 1995-05-01-03 NaN NaN	
82 0 -10.6667 154.6665 -10.6667 154.6665 6.751770e+03 NaN 221.94 215.51 1995-05-01-03 NaN NaN	
83 0 -13.3333 218.3331 -13.6667 218.3331 4.142616e+04 0.80 226.26 220.20 1995-05-01-03 NaN NaN	
84 0 -12.3333 162.6665 -12.3333 162.6665 6.713894e+03 0.00 223.54 218.86 1995-05-01-03 NaN NaN	
85 0 -12.3333 174.6665 -12.3333 174.3331 8.052539e+03 0.00 227.00 222.20 1995-05-01-03 NaN NaN	
86 0 -13.6667 168.6665 -13.6667 168.6665 1.068113e+04 0.53 228.98 223.54 1995-05-01-03 NaN NaN	
87 0 -15.6667 208.6664 -15.6667 208.6664 7.942950e+03 0.00 227.34 226.22 1995-05-01-03 NaN NaN	
88 0 -17.0000 192.3331 -17.3333 192.3331 5.252722e+03 NaN 229.40 224.21 1995-05-01-03 NaN NaN	
89 0 -26.6666 138.3332 -26.6666 138.3332 1.351487e+04 0.37 230.30 227.56 1995-05-01-03 NaN NaN	
90 0 -25.0000 203.6665 -24.3333 202.9998 2.988966e+04 0.49 229.09 222.20 1995-05-01-03 NaN NaN	
91 0 -28.3333 243.3331 -28.3333 243.3331 8.468341e+03 0.76 229.76 226.89 1995-05-01-03 NaN NaN	
92 0 -30.0000 246.9997 -29.6666 246.9997 7.150457e+03 NaN 228.90 225.55 1995-05-01-03 NaN NaN	
93 6 19.0000 260.3331 19.0000 260.3331 2.725911e+04 0.88 220.23 212.17 1995-05-01-00 27.34 -63.4	
93 6 18.3333 260.6664 18.3333 260.6664 3.390785e+04 0.55 222.87 206.14 1995-05-01-03 26.53 -26.6	
93 6 18.0000 261.3331 18.0000 261.3331 4.443136e+04 0.41 225.10 218.86 1995-05-01-06 NaN NaN	
94 6 13.0000 275.3330 13.0000 275.3330 3.344320e+04 0.56 214.12 200.12 1995-05-01-00 17.24 45.0	
94 6 13.0000 275.6664 13.3333 275.6664 8.424122e+04 0.36 220.14 205.47 1995-05-01-03 49.62 14.0	
94 6 14.0000 276.9997 13.6667 276.9997 9.463867e+04 0.59 228.32 217.52 1995-05-01-06 NaN NaN	
95 6 -1.6667 118.3332 -1.6667 118.3332 1.235837e+04 0.74 222.58 212.83 1995-05-01-00 0.00 0.0	
95 6 -1.6667 118.3332 -1.6667 118.3332 2.196965e+04 0.63 222.58 215.51 1995-05-01-03 24.70 180.0	
95 6 -2.0000 117.6665 -1.6667 117.6665 6.864984e+03 NaN 227.43 221.54 1995-05-01-06 NaN NaN	
96 6 -4.6667 51.3333 -4.6667 51.3333 8.215444e+03 0.55 220.42 213.50 1995-05-01-00 12.35 -90.0	
96 6 -5.3333 50.9999 -5.0000 51.3333 3.693916e+04 0.47 219.92 206.14 1995-05-01-03 0.00 0.0	
96 6 -5.0000 51.3333 -5.0000 51.3333 3.148198e+04 0.67 221.16 212.17 1995-05-01-06 NaN NaN	
97 6 -10.0000 156.9998 -10.0000 156.9998 1.082620e+04 0.77 220.70 213.50 1995-05-01-00 62.97 78.7	
97 6 -8.3333 157.3332 -8.3333 157.3332 5.439492e+03 NaN 216.35 210.16 1995-05-01-03 39.03 108.4	
97 6 -7.3333 156.9998 -7.3333 156.9998 1.226165e+04 0.44 221.91 208.15 1995-05-01-06 NaN NaN	
98 6 -16.6666 164.6665 -16.6666 164.6665 6.582706e+03 NaN 229.03 226.22 1995-05-01-00 64.23 21.8	
98 6 -16.3333 166.6665 -16.0000 166.3332 1.133236e+05 0.41 226.96 212.83 1995-05-01-03 37.68 -18.4	
98 6 -16.3333 167.3332 -16.3333 167.3332 2.111121e+04 0.76 227.18 221.54 1995-05-01-06 NaN NaN	
99 6 -29.6666 332.3330 -30.0000 332.3330 1.430481e+04 0.25 225.83 218.86 1995-05-01-00 61.77 90.0	
99 6 -28.6666 332.6663 -28.3333 332.3330 7.237467e+04 0.17 223.72 212.83 1995-05-01-03 49.91 -26.6	
99 6 -28.6666 333.6663 -29.0000 333.6663 8.676575e+04 0.29 226.09 214.17 1995-05-01-06 NaN NaN	
100 3 23.0000 104.9999 23.0000 104.9999 5.061498e+03 NaN 229.23 225.55 1995-05-01-03 38.76 108.4	
100 3 24.0000 104.6666 24.0000 104.6666 7.533417e+03 0.62 228.79 226.89 1995-05-01-06 NaN NaN	
101 3 10.0000 87.6666 10.0000 87.3332 1.352898e+04 0.63 227.69 219.53 1995-05-01-03 48.67 180.0	
101 3 10.0000 85.9999 10.0000 85.9999 5.408935e+03 NaN 228.90 227.56 1995-05-01-06 NaN NaN	
