ID	Lifetime(hour)	gLat(N)	gLon(E)	wLat(N)	wLon(E)	Size(km^2)	Eccentricity	BTavg(K)	BTmin(K)	Time(UTC)	Speed(km/h)	Direction(deg)	
1 0 30.0000 135.9999 30.0000 135.9999 9.529966e+03 0.00 229.99 224.21 1990-03-01-00 NaN NaN	
2 0 28.6666 222.9998 28.3333 223.3331 2.168893e+04 0.27 231.31 226.89 1990-03-01-00 NaN NaN	
3 0 29.3333 253.9997 29.3333 253.9997 7.185918e+03 0.55 229.46 226.22 1990-03-01-00 NaN NaN	
4 0 29.6666 137.9999 29.6666 137.9999 9.557557e+03 0.39 231.49 228.23 1990-03-01-00 NaN NaN	
5 0 17.6666 262.9997 17.6666 262.9997 7.856474e+03 0.55 228.56 224.21 1990-03-01-00 NaN NaN	
6 0 10.6667 78.6666 10.6667 78.6666 1.214896e+04 0.69 230.98 227.56 1990-03-01-00 NaN NaN	
7 0 6.3333 262.3331 6.3333 262.3331 9.557890e+03 0.58 228.42 222.20 1990-03-01-00 NaN NaN	
8 0 6.0000 304.9997 6.3333 304.9997 5.463421e+03 NaN 230.74 226.89 1990-03-01-00 NaN NaN	
9 0 5.6667 265.6664 5.6667 265.6664 9.571164e+03 0.45 228.71 216.85 1990-03-01-00 NaN NaN	
10 0 4.0000 32.0000 4.0000 32.0000 1.370329e+04 0.85 228.36 224.88 1990-03-01-00 NaN NaN	
11 0 2.6667 253.9997 2.3333 253.6664 3.842511e+04 0.26 224.79 214.84 1990-03-01-00 NaN NaN	
12 0 -5.0000 174.9998 -4.6667 174.9998 5.475678e+03 NaN 223.54 219.53 1990-03-01-00 NaN NaN	
13 0 -5.6667 173.3331 -5.3333 173.3331 2.597977e+04 0.82 224.95 204.13 1990-03-01-00 NaN NaN	
14 0 -7.6667 14.0000 -7.6667 13.6667 5.448206e+03 NaN 229.40 225.55 1990-03-01-00 NaN NaN	
15 0 -9.3333 308.3330 -9.6667 308.3330 1.084203e+04 0.00 226.39 216.18 1990-03-01-00 NaN NaN	
16 0 -10.3333 93.6666 -10.3333 93.6666 2.026696e+04 0.39 224.93 213.50 1990-03-01-00 NaN NaN	
17 0 -12.0000 204.9998 -12.0000 204.9998 1.074854e+04 0.34 220.11 214.84 1990-03-01-00 NaN NaN	
18 0 -12.3333 284.3330 -12.3333 284.3330 5.368374e+03 NaN 227.06 219.53 1990-03-01-00 NaN NaN	
