ID	Lifetime(hour)	gLat(N)	gLon(E)	wLat(N)	wLon(E)	Size(km^2)	Eccentricity	BTavg(K)	BTmin(K)	Time(UTC)	Speed(km/h)	Direction(deg)	
1 0 18.6666 227.9998 18.6666 227.6664 5.206174e+03 NaN 230.91 229.57 2002-02-01-00 NaN NaN	
2 0 11.3333 162.3332 11.3333 162.6665 1.750623e+04 0.60 227.92 220.20 2002-02-01-00 NaN NaN	
3 0 12.0000 159.9998 11.6667 159.6665 4.570723e+04 0.38 223.56 211.50 2002-02-01-00 NaN NaN	
4 0 3.0000 282.3330 2.6667 282.3330 1.783353e+04 0.41 227.15 220.20 2002-02-01-00 NaN NaN	
5 0 3.0000 330.9997 3.0000 330.9997 8.230985e+03 NaN 228.12 223.54 2002-02-01-00 NaN NaN	
6 0 -0.3333 161.6665 -0.3333 161.9998 6.868936e+03 NaN 221.54 213.50 2002-02-01-00 NaN NaN	
7 0 -5.0000 88.3332 -5.0000 88.3332 1.094857e+04 0.41 228.48 224.88 2002-02-01-00 NaN NaN	
8 0 -5.3333 101.6666 -5.3333 101.6666 8.208571e+03 0.29 227.56 224.21 2002-02-01-00 NaN NaN	
9 0 -8.3333 160.9998 -8.0000 160.6665 1.903563e+04 0.47 222.83 212.17 2002-02-01-00 NaN NaN	
10 0 -9.6667 94.6666 -9.6667 94.6666 2.574192e+04 0.37 221.01 202.80 2002-02-01-00 NaN NaN	
11 0 -9.6667 126.9999 -9.3333 126.6665 5.419855e+03 NaN 221.87 214.84 2002-02-01-00 NaN NaN	
12 0 -10.0000 283.9997 -10.0000 283.9997 9.470483e+03 0.58 222.11 212.83 2002-02-01-00 NaN NaN	
13 0 -11.6667 289.6664 -11.6667 289.6664 5.381668e+03 0.00 223.71 220.87 2002-02-01-00 NaN NaN	
14 0 -12.0000 283.6664 -11.6667 283.3330 5.378436e+03 NaN 220.20 214.17 2002-02-01-00 NaN NaN	
15 0 -13.3333 26.3333 -13.3333 26.6666 1.336383e+04 0.58 225.62 213.50 2002-02-01-00 NaN NaN	
16 0 -14.0000 163.9998 -14.0000 163.9998 1.733409e+04 0.40 227.35 218.86 2002-02-01-00 NaN NaN	
17 0 -14.3333 19.0000 -14.0000 18.6666 5.328098e+03 NaN 230.91 229.57 2002-02-01-00 NaN NaN	
18 0 -14.6667 130.6665 -14.6667 130.6665 7.972180e+03 0.62 226.11 222.87 2002-02-01-00 NaN NaN	
19 0 -16.6666 128.6665 -16.6666 128.6665 7.891903e+03 0.58 229.34 225.55 2002-02-01-00 NaN NaN	
20 0 -19.0000 122.3332 -19.0000 121.9999 1.167912e+05 0.83 220.86 208.15 2002-02-01-00 NaN NaN	
21 0 -18.6666 129.6665 -18.6666 129.3332 5.211246e+03 NaN 225.72 222.20 2002-02-01-00 NaN NaN	
22 0 -19.3333 126.6665 -19.3333 126.6665 6.479028e+03 NaN 229.83 228.90 2002-02-01-00 NaN NaN	
23 0 -22.6666 195.6665 -22.6666 195.6665 6.338461e+03 NaN 222.87 213.50 2002-02-01-00 NaN NaN	
24 0 -24.3333 121.6665 -24.3333 121.3332 1.251754e+04 0.61 227.96 222.20 2002-02-01-00 NaN NaN	
25 0 -25.0000 191.6665 -25.0000 191.6665 1.120913e+04 0.62 227.04 221.54 2002-02-01-00 NaN NaN	
26 3 20.3333 233.9998 20.3333 234.3331 4.639587e+04 0.38 229.68 222.20 2002-02-01-00 78.97 -26.6	
26 3 19.3333 236.3331 19.3333 236.3331 2.332833e+04 0.58 229.42 226.22 2002-02-01-03 NaN NaN	
27 3 8.3333 199.6665 8.0000 199.9998 2.855531e+04 0.49 224.60 214.84 2002-02-01-00 24.71 90.0	
27 3 8.6667 199.6665 8.6667 199.9998 2.036522e+04 0.48 227.92 224.21 2002-02-01-03 NaN NaN	
28 3 4.3333 321.9997 4.3333 321.9997 1.233002e+04 0.64 226.59 222.87 2002-02-01-00 27.57 -153.4	
28 3 4.0000 321.3330 4.0000 321.3330 1.781856e+04 0.62 226.79 218.86 2002-02-01-03 NaN NaN	
29 3 3.3333 187.6665 3.3333 187.3331 1.371428e+04 0.44 216.11 200.79 2002-02-01-00 37.00 0.0	
29 3 3.3333 188.3331 3.3333 188.3331 1.234324e+04 1.00 219.45 213.50 2002-02-01-03 NaN NaN	
30 3 2.3333 315.6664 2.3333 315.6664 5.764844e+04 0.86 223.70 214.84 2002-02-01-00 39.04 -18.4	
