ID	Lifetime(hour)	gLat(N)	gLon(E)	wLat(N)	wLon(E)	Size(km^2)	Eccentricity	BTavg(K)	BTmin(K)	Time(UTC)	Speed(km/h)	Direction(deg)	
1 0 21.6666 297.9997 21.6666 297.9997 6.383694e+03 0.31 230.64 229.57 1998-11-01-00 NaN NaN	
2 0 16.0000 139.6665 16.0000 139.6665 5.284502e+03 NaN 226.89 217.52 1998-11-01-00 NaN NaN	
3 0 13.0000 254.6664 13.0000 254.6664 4.014676e+04 0.75 226.11 213.50 1998-11-01-00 NaN NaN	
4 0 11.3333 126.3332 11.3333 126.3332 6.731922e+03 0.00 228.63 222.87 1998-11-01-00 NaN NaN	
5 0 10.3333 186.9998 10.3333 186.9998 2.296692e+04 0.58 226.57 217.52 1998-11-01-00 NaN NaN	
6 0 5.0000 297.9997 5.0000 297.9997 5.472891e+03 NaN 222.54 213.50 1998-11-01-00 NaN NaN	
7 0 4.0000 112.9999 4.3333 112.9999 1.096130e+04 0.65 224.05 216.18 1998-11-01-00 NaN NaN	
8 0 4.0000 64.9999 4.0000 64.9999 8.222691e+03 0.22 230.01 227.56 1998-11-01-00 NaN NaN	
9 0 4.6667 85.6666 4.6667 85.9999 1.944388e+05 0.44 223.27 205.47 1998-11-01-00 NaN NaN	
10 0 2.0000 303.6664 2.3333 303.6664 5.491290e+03 NaN 225.05 222.20 1998-11-01-00 NaN NaN	
11 0 0.6667 79.6666 0.6667 79.6666 2.472687e+04 0.36 227.93 220.87 1998-11-01-00 NaN NaN	
12 0 -1.3333 13.3333 -1.3333 13.3333 1.373399e+04 0.95 224.28 214.84 1998-11-01-00 NaN NaN	
13 0 -4.6667 32.0000 -4.6667 32.0000 9.585374e+03 0.45 226.51 222.20 1998-11-01-00 NaN NaN	
14 0 -8.6667 159.3332 -8.6667 158.9998 5.434858e+03 NaN 226.39 224.21 1998-11-01-00 NaN NaN	
15 0 -11.0000 300.9997 -11.0000 300.9997 6.744305e+03 NaN 225.95 218.86 1998-11-01-00 NaN NaN	
16 0 -19.3333 328.9997 -19.3333 328.6663 7.785820e+03 0.00 229.12 226.89 1998-11-01-00 NaN NaN	
17 0 -20.3333 205.3331 -20.3333 205.3331 5.152817e+03 NaN 226.05 221.54 1998-11-01-00 NaN NaN	
18 0 -23.3333 182.6665 -23.6666 182.6665 1.133992e+04 0.28 229.34 226.22 1998-11-01-00 NaN NaN	
19 0 -23.3333 32.6666 -23.3333 32.6666 8.826955e+03 0.38 230.71 228.23 1998-11-01-00 NaN NaN	
20 0 -27.3333 184.3331 -27.3333 184.3331 8.539160e+03 0.37 229.85 226.89 1998-11-01-00 NaN NaN	
21 0 -28.0000 187.6665 -28.0000 187.9998 6.068704e+03 0.00 231.17 226.22 1998-11-01-00 NaN NaN	
22 3 28.6666 304.3330 28.6666 304.3330 7.232456e+03 NaN 230.91 229.57 1998-11-01-00 43.36 180.0	
22 3 28.6666 302.9997 28.6666 302.9997 1.567382e+04 0.30 227.71 221.54 1998-11-01-03 NaN NaN	
