ID	Lifetime(hour)	gLat(N)	gLon(E)	wLat(N)	wLon(E)	Size(km^2)	Eccentricity	BTavg(K)	BTmin(K)	Time(UTC)	Speed(km/h)	Direction(deg)	
1 0 29.6666 250.3331 29.6666 250.3331 1.431276e+04 0.53 214.34 204.13 1995-09-01-00 NaN NaN	
2 0 28.0000 304.9997 28.0000 304.9997 1.455948e+04 0.54 229.85 226.22 1995-09-01-00 NaN NaN	
3 0 24.3333 253.3331 24.3333 253.3331 3.255740e+04 0.54 220.56 204.80 1995-09-01-00 NaN NaN	
4 0 24.3333 78.9999 24.3333 78.9999 5.000892e+04 0.59 225.13 219.53 1995-09-01-00 NaN NaN	
5 0 23.0000 114.3332 23.3333 114.3332 7.581178e+03 0.24 229.79 227.56 1995-09-01-00 NaN NaN	
6 0 19.3333 257.9997 19.3333 257.9997 7.777948e+03 0.55 222.65 209.49 1995-09-01-00 NaN NaN	
7 0 18.6666 317.6663 18.3333 317.6663 7.814200e+03 0.24 230.35 226.89 1995-09-01-00 NaN NaN	
8 0 18.0000 93.3332 18.0000 93.6666 3.658783e+04 0.49 217.88 197.44 1995-09-01-00 NaN NaN	
9 0 14.3333 78.9999 14.3333 79.3333 2.929044e+04 0.43 227.25 217.52 1995-09-01-00 NaN NaN	
10 0 13.6667 320.9997 14.0000 320.9997 8.003657e+03 0.00 229.46 227.56 1995-09-01-00 NaN NaN	
11 0 15.0000 161.3332 15.0000 161.3332 2.256683e+04 0.13 230.04 224.88 1995-09-01-00 NaN NaN	
12 0 13.0000 259.6664 13.0000 259.6664 6.691133e+03 NaN 229.70 226.89 1995-09-01-00 NaN NaN	
13 0 12.6667 137.9999 12.6667 137.9999 1.071940e+04 0.81 230.65 227.56 1995-09-01-00 NaN NaN	
14 0 12.0000 139.6665 12.0000 139.9998 9.404796e+03 0.34 225.93 214.17 1995-09-01-00 NaN NaN	
15 0 11.3333 97.9999 11.3333 98.3332 8.078899e+03 0.60 229.01 224.88 1995-09-01-00 NaN NaN	
16 0 11.3333 173.3331 11.3333 173.3331 3.099521e+04 0.35 225.93 217.52 1995-09-01-00 NaN NaN	
