ID	Lifetime(hour)	gLat(N)	gLon(E)	wLat(N)	wLon(E)	Size(km^2)	Eccentricity	BTavg(K)	BTmin(K)	Time(UTC)	Speed(km/h)	Direction(deg)	
1 0 29.6666 145.9998 29.6666 145.9998 2.509927e+04 0.59 225.61 217.52 1996-04-01-00 NaN NaN	
2 0 29.0000 153.6665 29.3333 153.9998 2.399524e+04 0.69 227.99 222.20 1996-04-01-00 NaN NaN	
3 0 17.6666 215.6664 17.6666 215.6664 1.046971e+04 NaN 229.99 228.23 1996-04-01-00 NaN NaN	
4 0 8.0000 23.6666 8.0000 23.6666 1.088003e+04 0.26 228.40 220.87 1996-04-01-00 NaN NaN	
5 0 5.3333 179.3331 5.3333 179.3331 5.469827e+03 NaN 225.55 223.54 1996-04-01-00 NaN NaN	
6 0 5.3333 181.9998 5.3333 181.6665 1.230991e+04 0.41 224.14 214.84 1996-04-01-00 NaN NaN	
7 0 5.0000 209.6664 5.0000 209.6664 1.231504e+04 0.60 221.61 215.51 1996-04-01-00 NaN NaN	
8 0 4.6667 22.0000 4.6667 22.0000 9.584700e+03 0.37 228.04 220.87 1996-04-01-00 NaN NaN	
9 0 2.6667 100.6666 2.6667 100.6666 1.536732e+05 0.37 218.03 196.10 1996-04-01-00 NaN NaN	
10 0 4.6667 74.9999 4.3333 74.9999 2.191198e+04 0.56 230.32 226.22 1996-04-01-00 NaN NaN	
11 0 3.6667 3.0000 3.6667 3.0000 6.854899e+03 NaN 226.76 218.86 1996-04-01-00 NaN NaN	
12 0 2.6667 79.9999 2.6667 80.3333 6.861172e+03 0.00 221.54 213.50 1996-04-01-00 NaN NaN	
13 0 1.3333 80.9999 1.3333 81.3333 8.240003e+03 NaN 224.99 214.84 1996-04-01-00 NaN NaN	
14 0 0.3333 151.6665 0.3333 151.6665 6.868797e+03 0.00 226.49 222.87 1996-04-01-00 NaN NaN	
15 0 0.3333 85.9999 0.3333 85.9999 5.495172e+03 NaN 228.23 225.55 1996-04-01-00 NaN NaN	
16 0 0.0000 39.0000 0.0000 39.0000 8.242816e+03 NaN 229.57 226.89 1996-04-01-00 NaN NaN	
17 0 -2.6667 14.3333 -2.6667 14.3333 2.470458e+04 0.64 211.27 200.12 1996-04-01-00 NaN NaN	
18 0 -3.3333 131.6665 -3.3333 131.9999 6.856455e+03 0.00 227.43 221.54 1996-04-01-00 NaN NaN	
19 0 -4.3333 287.9997 -4.3333 287.9997 3.698706e+04 0.69 223.20 204.13 1996-04-01-00 NaN NaN	
20 0 -5.3333 286.6664 -5.6667 286.6664 1.915064e+04 0.63 225.65 209.49 1996-04-01-00 NaN NaN	
21 0 -5.3333 289.3330 -5.3333 289.3330 5.472172e+03 NaN 217.19 208.15 1996-04-01-00 NaN NaN	
22 0 -6.6667 147.6665 -6.6667 147.6665 9.551556e+03 0.96 217.81 204.13 1996-04-01-00 NaN NaN	
23 0 -7.6667 73.3333 -7.6667 73.3333 5.448206e+03 NaN 226.89 224.21 1996-04-01-00 NaN NaN	
24 0 -7.6667 94.9999 -7.6667 94.9999 5.445031e+03 NaN 224.38 216.18 1996-04-01-00 NaN NaN	
25 0 -8.0000 165.6665 -8.0000 165.6665 6.801022e+03 NaN 227.69 220.20 1996-04-01-00 NaN NaN	
26 0 -8.6667 71.3333 -8.6667 71.3333 5.433677e+03 NaN 228.23 228.23 1996-04-01-00 NaN NaN	
27 0 -11.3333 210.9998 -11.3333 210.9998 9.432203e+03 0.80 227.08 221.54 1996-04-01-00 NaN NaN	
28 0 -12.6667 146.6665 -12.3333 146.6665 5.364960e+03 NaN 224.21 219.53 1996-04-01-00 NaN NaN	
29 0 -13.6667 313.6664 -13.6667 313.6664 2.269321e+04 0.56 223.11 213.50 1996-04-01-00 NaN NaN	
30 0 -15.3333 76.9999 -15.3333 76.9999 5.301723e+03 NaN 220.87 211.50 1996-04-01-00 NaN NaN	
31 0 -27.6666 308.3330 -27.6666 307.9997 7.307787e+03 0.00 230.24 227.56 1996-04-01-00 NaN NaN	
32 0 -30.0000 187.6665 -30.0000 187.6665 9.533943e+03 0.00 229.32 227.56 1996-04-01-00 NaN NaN	
33 0 -30.0000 191.6665 -30.0000 191.3331 5.948774e+03 NaN 227.83 224.21 1996-04-01-00 NaN NaN	
34 3 26.0000 262.9997 26.0000 262.9997 9.874615e+03 0.39 231.32 228.23 1996-04-01-00 89.81 -7.1	
34 3 26.0000 265.3331 25.6666 265.6664 5.316060e+04 0.32 229.19 222.20 1996-04-01-03 NaN NaN	
35 3 19.6666 87.3332 19.6666 87.3332 1.939654e+04 0.37 216.54 197.44 1996-04-01-00 26.32 26.6	
35 3 20.0000 87.9999 20.0000 87.9999 1.805388e+04 0.99 221.97 212.17 1996-04-01-03 NaN NaN	
36 3 14.0000 271.9997 14.0000 271.9997 1.065620e+04 NaN 220.70 210.83 1996-04-01-00 23.98 0.0	
36 3 14.0000 272.6664 14.0000 272.6664 5.333921e+03 NaN 229.90 228.90 1996-04-01-03 NaN NaN	
37 3 11.3333 87.6666 11.3333 87.6666 2.424771e+04 0.34 215.10 203.46 1996-04-01-00 12.11 180.0	
37 3 11.6667 87.3332 11.3333 87.3332 5.249720e+04 0.54 214.38 200.79 1996-04-01-03 NaN NaN	
38 3 10.0000 285.6664 10.0000 285.6664 5.408935e+03 NaN 222.87 221.54 1996-04-01-00 65.60 21.8	
38 3 10.3333 287.3330 10.6667 287.3330 1.891243e+04 0.85 213.26 207.48 1996-04-01-03 NaN NaN	
39 3 2.0000 31.0000 2.0000 31.0000 1.784712e+04 0.77 220.45 201.46 1996-04-01-00 39.05 -161.6	
39 3 1.6667 30.0000 1.6667 30.0000 2.746426e+04 0.48 224.35 211.50 1996-04-01-03 NaN NaN	
40 3 -0.3333 305.9997 -0.6667 305.9997 3.846172e+04 0.37 222.80 208.15 1996-04-01-00 78.13 -161.6	
40 3 -1.0000 304.3330 -1.3333 303.9997 1.510915e+04 0.53 229.69 225.55 1996-04-01-03 NaN NaN	
41 3 -1.0000 25.0000 -1.0000 25.0000 9.615395e+03 0.38 231.57 228.23 1996-04-01-00 82.88 63.4	
41 3 1.0000 26.0000 1.0000 26.0000 1.236223e+04 0.33 228.67 224.21 1996-04-01-03 NaN NaN	
42 3 -6.3333 27.6666 -6.3333 27.6666 2.730530e+04 0.60 225.79 208.15 1996-04-01-00 55.01 26.6	
42 3 -5.6667 28.6666 -5.6667 29.0000 2.187399e+04 0.80 222.20 201.46 1996-04-01-03 NaN NaN	
43 3 -11.0000 95.9999 -11.0000 95.6666 1.173369e+05 0.65 221.35 198.11 1996-04-01-00 37.06 90.0	
43 3 -10.0000 95.6666 -10.0000 95.6666 1.514434e+05 0.47 222.38 200.12 1996-04-01-03 NaN NaN	
44 3 -20.0000 78.9999 -20.0000 78.6666 1.032203e+04 0.59 221.37 214.17 1996-04-01-00 26.32 26.6	
44 3 -19.6666 79.6666 -19.6666 79.3333 7.759272e+03 NaN 229.79 224.88 1996-04-01-03 NaN NaN	
45 0 20.6666 89.9999 20.6666 89.6666 5.138778e+03 NaN 223.71 215.51 1996-04-01-03 NaN NaN	
46 0 17.0000 264.3331 17.0000 264.3331 2.232690e+04 0.66 224.88 216.18 1996-04-01-03 NaN NaN	
47 0 17.3333 270.9997 17.3333 270.6664 1.048177e+04 NaN 222.96 219.53 1996-04-01-03 NaN NaN	
48 0 7.6667 28.0000 7.6667 27.6666 5.446120e+03 NaN 228.90 226.89 1996-04-01-03 NaN NaN	
49 0 6.6667 283.3330 6.6667 283.3330 9.548796e+03 NaN 215.22 206.81 1996-04-01-03 NaN NaN	
50 0 6.6667 184.3331 6.6667 184.3331 2.592530e+04 0.51 228.26 221.54 1996-04-01-03 NaN NaN	
51 0 5.3333 343.9996 5.6667 343.9996 8.204880e+03 NaN 223.54 214.84 1996-04-01-03 NaN NaN	
52 0 4.0000 156.9998 4.3333 156.9998 8.221041e+03 NaN 225.77 217.52 1996-04-01-03 NaN NaN	
53 0 3.6667 213.9998 3.3333 213.9998 2.056523e+04 0.77 228.14 221.54 1996-04-01-03 NaN NaN	
54 0 3.3333 319.9997 3.3333 319.9997 5.484969e+03 NaN 226.05 216.85 1996-04-01-03 NaN NaN	
55 0 2.0000 215.9998 1.6667 216.3331 9.610978e+03 0.54 226.89 222.20 1996-04-01-03 NaN NaN	
56 0 1.0000 94.3332 1.3333 94.3332 1.098804e+04 0.36 226.97 224.88 1996-04-01-03 NaN NaN	
57 0 -2.0000 300.3330 -2.0000 300.3330 6.865124e+03 NaN 228.50 224.88 1996-04-01-03 NaN NaN	
58 0 -2.6667 88.9999 -2.3333 88.6666 1.097979e+04 NaN 230.15 228.23 1996-04-01-03 NaN NaN	
59 0 -3.3333 34.6666 -3.3333 34.3333 8.228824e+03 0.00 223.65 217.52 1996-04-01-03 NaN NaN	
60 0 -3.3333 160.6665 -3.3333 160.6665 5.485898e+03 NaN 228.56 226.89 1996-04-01-03 NaN NaN	
61 0 -3.6667 36.0000 -3.6667 35.6666 8.225943e+03 NaN 229.23 221.54 1996-04-01-03 NaN NaN	
62 0 -4.0000 113.9999 -3.6667 113.9999 5.482924e+03 NaN 227.89 225.55 1996-04-01-03 NaN NaN	
63 0 -4.3333 307.3330 -4.3333 307.3330 2.328830e+04 0.81 222.52 209.49 1996-04-01-03 NaN NaN	
64 0 -3.0000 80.9999 -3.0000 81.3333 2.784494e+05 0.45 223.57 209.49 1996-04-01-03 NaN NaN	
65 0 -6.6667 159.3332 -7.0000 159.3332 1.091304e+04 0.61 229.23 226.22 1996-04-01-03 NaN NaN	
66 0 -6.6667 98.9999 -6.6667 98.9999 6.822560e+03 NaN 230.91 228.90 1996-04-01-03 NaN NaN	
67 0 -10.0000 162.3332 -10.0000 162.3332 8.118954e+03 0.23 228.12 224.21 1996-04-01-03 NaN NaN	
68 0 -10.3333 312.9997 -10.3333 312.9997 5.404657e+03 NaN 229.06 228.23 1996-04-01-03 NaN NaN	
69 0 -11.0000 18.6666 -11.3333 18.6666 6.739662e+03 NaN 227.83 220.20 1996-04-01-03 NaN NaN	
70 0 -11.6667 155.9998 -11.3333 155.9998 5.384901e+03 NaN 227.39 223.54 1996-04-01-03 NaN NaN	
71 0 -12.0000 213.3331 -12.0000 213.3331 5.376797e+03 NaN 228.56 221.54 1996-04-01-03 NaN NaN	
72 0 -13.0000 310.9997 -13.0000 310.9997 1.472078e+04 0.83 228.78 223.54 1996-04-01-03 NaN NaN	
73 0 -14.6667 135.9999 -15.0000 135.9999 9.301180e+03 0.32 223.73 216.18 1996-04-01-03 NaN NaN	
74 0 -18.3333 82.3332 -18.3333 82.3332 5.216274e+03 0.00 226.22 225.55 1996-04-01-03 NaN NaN	
