ID	Lifetime(hour)	gLat(N)	gLon(E)	wLat(N)	wLon(E)	Size(km^2)	Eccentricity	BTavg(K)	BTmin(K)	Time(UTC)	Speed(km/h)	Direction(deg)	
1 0 29.6666 304.9997 29.6666 304.9997 5.968614e+03 NaN 227.02 220.20 1988-11-01-00 NaN NaN	
2 0 29.3333 309.3330 29.3333 309.3330 1.556524e+04 0.23 229.41 222.20 1988-11-01-00 NaN NaN	
3 0 27.0000 155.6665 26.6666 155.9998 2.450524e+04 0.41 224.48 211.50 1988-11-01-00 NaN NaN	
4 0 17.0000 200.9998 17.0000 200.6665 1.313781e+04 NaN 227.69 220.87 1988-11-01-00 NaN NaN	
5 0 14.3333 269.6664 14.3333 269.6664 2.128638e+04 0.27 219.28 203.46 1988-11-01-00 NaN NaN	
6 0 12.3333 123.9999 12.6667 124.3332 6.708749e+03 NaN 226.62 221.54 1988-11-01-00 NaN NaN	
7 0 11.3333 240.9998 11.3333 240.6664 1.077608e+04 0.75 225.55 218.86 1988-11-01-00 NaN NaN	
8 0 9.3333 353.6663 9.3333 353.6663 5.422447e+03 0.00 221.37 210.16 1988-11-01-00 NaN NaN	
9 0 8.6667 77.9999 8.6667 77.9999 1.357983e+04 0.62 225.62 208.82 1988-11-01-00 NaN NaN	
10 0 8.6667 320.3330 8.6667 319.9997 5.432450e+03 NaN 228.90 224.21 1988-11-01-00 NaN NaN	
11 0 3.6667 35.0000 3.6667 35.0000 1.233782e+04 0.59 225.70 219.53 1988-11-01-00 NaN NaN	
12 0 3.3333 154.6665 3.3333 154.6665 5.484969e+03 NaN 226.05 220.20 1988-11-01-00 NaN NaN	
13 0 3.0000 83.9999 3.0000 83.9999 9.603796e+03 0.99 225.74 220.87 1988-11-01-00 NaN NaN	
14 0 1.6667 112.9999 1.6667 112.9999 8.238864e+03 NaN 227.56 222.20 1988-11-01-00 NaN NaN	
15 0 1.3333 5.3333 1.3333 5.3333 6.866774e+03 0.00 216.31 210.16 1988-11-01-00 NaN NaN	
16 0 -0.3333 82.6666 -0.3333 82.6666 6.868913e+03 1.00 225.02 218.86 1988-11-01-00 NaN NaN	
17 0 -0.3333 292.6664 -0.3333 292.6664 9.616511e+03 0.96 228.52 224.88 1988-11-01-00 NaN NaN	
18 0 -1.6667 308.6664 -1.6667 308.6664 1.098549e+04 0.82 223.04 216.85 1988-11-01-00 NaN NaN	
19 0 -3.0000 311.9997 -3.0000 311.9997 5.488060e+03 NaN 225.38 223.54 1988-11-01-00 NaN NaN	
20 0 -3.3333 116.3332 -3.3333 116.3332 8.227941e+03 NaN 222.43 214.84 1988-11-01-00 NaN NaN	
21 0 -4.0000 153.3332 -4.0000 153.6665 1.370713e+04 0.31 214.64 194.76 1988-11-01-00 NaN NaN	
22 0 -4.0000 65.6666 -4.0000 65.6666 5.482390e+03 NaN 225.89 222.20 1988-11-01-00 NaN NaN	
23 0 -5.0000 162.9998 -5.0000 162.9998 9.579267e+03 0.80 216.75 202.80 1988-11-01-00 NaN NaN	
24 0 -7.0000 287.3330 -7.0000 286.9997 6.818756e+03 NaN 227.83 221.54 1988-11-01-00 NaN NaN	
25 0 -8.0000 82.3332 -8.3333 82.3332 5.440581e+03 NaN 224.71 218.19 1988-11-01-00 NaN NaN	
26 0 -9.3333 304.6664 -9.0000 304.6664 5.425040e+03 NaN 224.21 220.87 1988-11-01-00 NaN NaN	
27 0 -9.6667 290.9997 -9.6667 290.9997 6.772794e+03 NaN 223.68 215.51 1988-11-01-00 NaN NaN	
28 0 -11.6667 294.9997 -11.3333 294.6664 8.077351e+03 NaN 229.12 226.22 1988-11-01-00 NaN NaN	
29 0 -12.0000 178.6665 -11.6667 178.6665 1.747901e+04 0.58 222.36 214.84 1988-11-01-00 NaN NaN	
30 0 -11.6667 296.9997 -11.6667 296.9997 5.380075e+03 NaN 231.74 230.91 1988-11-01-00 NaN NaN	
31 0 -13.3333 307.3330 -13.3333 307.3330 8.022451e+03 0.62 225.10 216.18 1988-11-01-00 NaN NaN	
32 0 -14.6667 288.3330 -14.6667 288.3330 6.647182e+03 0.00 226.49 220.20 1988-11-01-00 NaN NaN	
