ID	Lifetime(hour)	gLat(N)	gLon(E)	wLat(N)	wLon(E)	Size(km^2)	Eccentricity	BTavg(K)	BTmin(K)	Time(UTC)	Speed(km/h)	Direction(deg)	
1 0 29.6666 75.6666 29.6666 75.9999 2.026551e+04 0.24 231.34 228.90 1987-01-01-00 NaN NaN	
2 0 29.3333 283.3330 29.3333 283.6664 5.996123e+03 0.00 231.44 230.24 1987-01-01-00 NaN NaN	
3 0 26.3333 284.9997 26.3333 284.6664 7.380356e+03 0.00 228.45 224.88 1987-01-01-00 NaN NaN	
4 0 26.0000 328.9997 26.0000 328.9997 7.412077e+03 0.62 228.45 224.21 1987-01-01-00 NaN NaN	
5 0 18.3333 121.9999 18.3333 121.9999 6.525381e+03 0.00 221.67 216.85 1987-01-01-00 NaN NaN	
6 0 17.3333 351.6663 17.3333 351.3330 5.245646e+03 NaN 229.57 227.56 1987-01-01-00 NaN NaN	
7 0 13.3333 339.6663 13.3333 339.3330 1.202323e+04 0.16 228.08 222.20 1987-01-01-00 NaN NaN	
8 0 9.6667 241.3331 9.6667 241.3331 1.354427e+04 0.57 230.50 227.56 1987-01-01-00 NaN NaN	
9 0 7.6667 168.6665 7.6667 168.6665 6.808647e+03 0.00 228.90 226.22 1987-01-01-00 NaN NaN	
10 0 5.6667 323.3330 5.6667 322.9997 5.468341e+03 NaN 230.74 228.23 1987-01-01-00 NaN NaN	
11 0 5.0000 321.9997 5.0000 321.9997 9.580660e+03 0.58 229.95 227.56 1987-01-01-00 NaN NaN	
12 0 4.6667 77.9999 4.6667 77.9999 8.213517e+03 NaN 223.77 213.50 1987-01-01-00 NaN NaN	
13 0 3.6667 174.3331 3.6667 174.3331 1.507929e+04 0.55 220.50 206.81 1987-01-01-00 NaN NaN	
14 0 3.0000 59.3333 3.0000 59.3333 1.371832e+04 0.93 222.67 216.85 1987-01-01-00 NaN NaN	
15 0 0.3333 131.6665 0.6667 131.6665 5.495009e+03 NaN 231.07 227.56 1987-01-01-00 NaN NaN	
16 0 0.0000 183.6665 0.0000 183.6665 1.511159e+04 0.67 211.92 198.11 1987-01-01-00 NaN NaN	
