ID	Lifetime(hour)	gLat(N)	gLon(E)	wLat(N)	wLon(E)	Size(km^2)	Eccentricity	BTavg(K)	BTmin(K)	Time(UTC)	Speed(km/h)	Direction(deg)	
1 0 7.3333 144.3332 7.3333 143.9998 8.173353e+03 0.00 227.00 221.54 1997-03-01-00 NaN NaN	
2 0 7.6667 125.6665 8.0000 125.9999 1.225231e+04 0.11 229.20 224.21 1997-03-01-00 NaN NaN	
3 0 6.3333 6.3333 6.3333 6.3333 1.229051e+04 0.58 228.90 222.20 1997-03-01-00 NaN NaN	
4 0 -4.0000 307.9997 -3.6667 307.9997 8.224015e+03 0.23 229.90 225.55 1997-03-01-00 NaN NaN	
5 0 -3.3333 178.3331 -3.3333 178.3331 6.856943e+03 NaN 229.57 223.54 1997-03-01-00 NaN NaN	
6 0 -6.0000 310.3330 -6.0000 310.3330 6.831377e+03 NaN 231.71 230.24 1997-03-01-00 NaN NaN	
7 0 -6.0000 201.9998 -5.6667 201.9998 1.093248e+04 0.17 227.73 222.87 1997-03-01-00 NaN NaN	
8 0 -6.3333 205.3331 -6.3333 205.3331 1.229051e+04 0.30 227.86 222.20 1997-03-01-00 NaN NaN	
9 0 -7.0000 161.9998 -7.0000 161.9998 5.454235e+03 NaN 229.06 223.54 1997-03-01-00 NaN NaN	
10 0 -7.0000 147.6665 -7.0000 147.6665 1.908653e+04 0.56 228.08 212.17 1997-03-01-00 NaN NaN	
11 0 -8.0000 62.9999 -8.0000 62.9999 8.161462e+03 0.60 224.99 216.18 1997-03-01-00 NaN NaN	
12 0 -8.3333 72.6666 -8.3333 72.6666 8.159238e+03 NaN 224.21 215.51 1997-03-01-00 NaN NaN	
13 0 -8.3333 148.3332 -8.6667 148.3332 1.358819e+04 0.85 226.76 220.20 1997-03-01-00 NaN NaN	
14 0 -8.3333 288.6664 -8.3333 288.6664 8.154604e+03 0.24 226.44 218.19 1997-03-01-00 NaN NaN	
15 0 -9.0000 159.3332 -9.0000 159.3332 1.085881e+04 NaN 225.80 218.19 1997-03-01-00 NaN NaN	
16 0 -10.3333 69.9999 -10.3333 69.9999 1.081637e+04 0.59 223.96 218.86 1997-03-01-00 NaN NaN	
17 0 -10.3333 308.6664 -10.0000 308.6664 9.464840e+03 0.27 228.90 224.88 1997-03-01-00 NaN NaN	
18 0 -10.0000 125.9999 -10.0000 126.3332 9.466342e+03 0.00 217.71 202.80 1997-03-01-00 NaN NaN	
19 0 -11.3333 124.3332 -11.3333 124.3332 3.367450e+04 0.73 220.46 209.49 1997-03-01-00 NaN NaN	
20 0 -12.6667 185.3331 -12.6667 185.3331 6.703560e+03 NaN 227.83 224.21 1997-03-01-00 NaN NaN	
21 0 -14.0000 124.3332 -13.6667 124.3332 1.867514e+04 0.49 229.14 225.55 1997-03-01-00 NaN NaN	
22 0 -20.6666 48.3333 -20.6666 48.3333 5.141577e+03 NaN 225.72 221.54 1997-03-01-00 NaN NaN	
23 0 -21.0000 299.3330 -21.0000 299.3330 1.282821e+04 0.45 221.13 212.17 1997-03-01-00 NaN NaN	
24 0 -23.3333 292.3330 -23.3333 292.3330 1.262067e+04 0.69 223.48 216.85 1997-03-01-00 NaN NaN	
25 0 -23.6666 188.6665 -23.6666 188.6665 1.006916e+04 0.61 230.15 226.22 1997-03-01-00 NaN NaN	
26 0 -23.3333 190.6665 -23.3333 190.6665 5.052108e+03 NaN 230.74 226.89 1997-03-01-00 NaN NaN	
27 0 -27.0000 322.9997 -26.6666 322.9997 3.062885e+04 0.78 230.85 228.90 1997-03-01-00 NaN NaN	
28 0 -28.6666 233.3331 -28.6666 232.9998 7.223379e+04 0.34 226.51 220.87 1997-03-01-00 NaN NaN	
29 3 6.6667 185.3331 6.6667 185.9998 2.183559e+04 0.44 228.73 220.20 1997-03-01-00 12.27 0.0	
29 3 6.6667 186.3331 6.6667 186.3331 2.592707e+04 0.84 226.40 218.19 1997-03-01-03 NaN NaN	
30 3 6.3333 347.6663 6.6667 347.6663 1.774903e+04 0.58 229.16 224.88 1997-03-01-00 12.27 0.0	
30 3 6.6667 347.9996 6.6667 347.9996 6.823465e+03 NaN 227.96 225.55 1997-03-01-03 NaN NaN	
31 3 4.0000 99.6666 4.0000 99.6666 1.507496e+04 0.51 221.41 208.82 1997-03-01-00 24.71 -90.0	
31 3 3.6667 99.6666 3.3333 99.6666 1.234040e+04 0.38 227.71 224.21 1997-03-01-03 NaN NaN	
32 3 1.3333 291.3330 1.3333 291.3330 1.373378e+04 0.63 218.59 206.81 1997-03-01-00 27.62 -153.4	
